EmployeeID,Age,Department,Education,JobRole,Gender,MonthlyIncome,DateOfJoining,OverTime,BusinessTravel,MaritalStatus,YearsAtCompany,DistanceFromHome,PerformanceRating,TrainingTimesLastYear,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,Attrition,StockOptionLevel,PercentSalaryHike,TotalWorkingYears
7339.0,Thirty,Sales,,Laboratory Technician,Male,,2023-03-04,yes,Non-Travel,Married,6,Near,,,Low,,4,9,Five,1,Y,2,13,
9161.0,,Sales,3,Laboratory Technician,F,Five Thousand,12-05-2018,yes,Travel_Rarely,Married,Ten,Far,2,,,1,,,4,4,Yes,2,Twenty,
3145.0,,,4,Research Scientist,F,7407,2017-05-02,No,Travel_Rarely,single,,Near,3,,3,2,1,1,Five,High,N,0,Twenty,28
8885.0,,Research & Development,2,Scientist,M,7660,12-05-2018,,Travel_Frequently,Single,,Near,3,1,4,4,3,3,,2,No,Zero,Twenty,
9727.0,,Sales,4,Research Scientist,M,Five Thousand,Not Available,N,Travel_Frequently,single,Ten,Near,,4,3,3,4,None,,1,Yes,,22,23
4279.0,Thirty,rnd,1,Executive,F,,,Y,,Married,10,19,4,5,4,4,1,,,3,No,Zero,,12
2253.0,24,R&D,4,Scientist,M,,2024-04-22,No,Frequently,Married,Ten,Near,1,5,4,3,4,,Five,4,N,3,12,Twenty
4042.0,,Sales,Two,Scientist,M,18209,2016-02-29,No,Travel_Rarely,D,Ten,,High,Zero,,2,3,9,11,High,No,3,19,
4918.0,Thirty,Sales,1,Research Scientist,F,,Not Available,yes,,Single,Ten,Far,3,Zero,Low,4,4,None,6,3,No,Zero,18,Twenty
,Thirty,rnd,4,Research Scientist,M,Five Thousand,Not Available,yes,,Single,,Near,1,2,4,,4,3,Five,High,yes,2,,
5641.0,55,R&D,5,Tech,M,Five Thousand,2024-09-13,No,Travel_Rarely,single,Ten,Far,High,,1,Poor,3,9,Five,2,,Zero,,
9875.0,47,Sales,2,,Male,,2018-12-20,Yes,Non-Travel,,Ten,Near,3,Zero,4,4,4,1,1,3,Y,0,14,Twenty
1239.0,,,,Executive,M,Five Thousand,,yes,Rarely,D,,Near,1,Zero,Low,4,1,0,Five,High,N,Zero,,21
5450.0,Thirty,Research & Development,,Laboratory Technician,M,6556,12-05-2018,yes,Frequently,D,,23,,,Low,Poor,3,None,,2,yes,0,,
1543.0,Thirty,Human Resources,Two,Tech,M,,2020-10-18,No,Travel_Rarely,,4,27,,Zero,4,2,2,4,15,4,Yes,Zero,Twenty,
9020.0,,R&D,4,Executive,F,,12-05-2018,Y,Non-Travel,single,Ten,Far,1,,1,2,Good,None,Five,,N,3,17,35
1965.0,,Human Resources,4,Manager,Male,,,yes,,Single,,4,1,Zero,4,1,1,None,2,,No,3,13,
4059.0,Thirty,Human Resources,1,Executive,Male,15960,Not Available,,Non-Travel,Single,,Far,High,,4,,4,6,Five,,N,2,10,31
7928.0,51,Sales,,Executive ,male,Five Thousand,12-05-2018,yes,Non-Travel,M,,Far,4,Zero,2,,Good,5,4,4,yes,2,,Twenty
1180.0,,Research & Development,1,Manager,Female,,2021-11-23,No,Travel_Rarely,M,Ten,,High,5,2,Poor,1,5,Five,,yes,0,,Twenty
2301.0,,Research & Development,Two,Research Scientist,,,12-05-2018,,Travel_Frequently,Single,,Far,4,Zero,Low,4,Good,3,1,3,N,Zero,12,Twenty
4590.0,41,,3,Executive,male,9342,2021-02-11,Yes,,,Ten,Far,,6,4,2,2,,10,2,No,2,,
4428.0,,rnd,,Tech,Female,,2017-12-18,,,,Ten,Far,High,,1,4,2,2,Five,4,Yes,2,Twenty,
2519.0,Thirty,HR,1,Research Scientist,M,Five Thousand,Not Available,Y,Travel_Rarely,D,Ten,2,,,4,2,Good,,,3,Y,1,Twenty,
4399.0,Thirty,Research & Development,,,M,Five Thousand,12-05-2018,No,Rarely,D,Ten,Near,3,,3,,1,0,Five,1,No,Zero,16,10
2628.0,Thirty,Research & Development,,Manager,F,Five Thousand,12-05-2018,,Non-Travel,M,6,,High,6,3,1,2,,,2,,3,,
2527.0,,R&D,4,Executive ,Female,Five Thousand,12-05-2018,No,Non-Travel,Divorced,Ten,19,2,1,1,3,2,10,,3,N,1,21,Twenty
3428.0,Thirty,HR,1,,M,11675,,N,Travel_Rarely,Single,12,Far,High,,,,3,None,Five,4,Yes,,Twenty,Twenty
9611.0,,R&D,5,Manager,Male,Five Thousand,12-05-2018,,Travel_Frequently,Married,15,27,High,,3,2,,None,10,2,N,3,Twenty,1
1245.0,,Sales,4,,,Five Thousand,Not Available,,,M,,28,4,Zero,3,3,3,0,12,2,No,3,23,
2839.0,,Sales,3,Executive,F,7309,,Yes,Rarely,Single,Ten,,,3,,Poor,,None,Five,High,yes,0,,Twenty
8012.0,,Research & Development,3,Executive,male,,2019-03-11,Y,Rarely,Divorced,Ten,,3,,1,4,Good,4,Five,1,yes,,,Twenty
2586.0,,rnd,3,Executive,male,4617,2016-12-13,Y,Rarely,,Ten,Far,4,4,2,1,2,None,,High,Yes,Zero,23,20
4941.0,,Human Resources,,Laboratory Technician,Male,Five Thousand,2018-03-05,,,D,Ten,27,3,,Low,Poor,,,,3,No,1,,27
1980.0,Thirty,,5,Tech,Male,,,Yes,Rarely,M,5,Far,,,3,3,3,9,7,1,,0,Twenty,
5736.0,Thirty,HR,1,Scientist,M,,12-05-2018,Yes,Frequently,Divorced,18,Near,2,,1,4,3,2,Five,2,yes,1,,
7361.0,,Sales,Two,Research Scientist,male,Five Thousand,2017-10-25,yes,Non-Travel,M,,,3,,2,3,,8,,,yes,Zero,Twenty,7
3354.0,,Sales,,Laboratory Technician,Female,Five Thousand,Not Available,,Travel_Frequently,M,Ten,,1,,3,3,3,,,,yes,0,,24
3472.0,48,Sales,3,Research Scientist,,19035,,yes,,D,,,High,,2,2,2,3,6,4,,3,,13
8756.0,,Sales,Two,Executive ,M,Five Thousand,12-05-2018,Yes,Travel_Rarely,M,11,26,4,,4,,1,,Five,1,Yes,,,15
5909.0,Thirty,R&D,2,Executive,,6490,2023-10-08,,Frequently,M,,,High,,2,,2,2,Five,3,Y,3,18,Twenty
6848.0,,Sales,Two,Laboratory Technician,M,Five Thousand,2016-04-07,No,Frequently,M,Ten,Near,4,,2,4,3,None,,2,Y,,13,Twenty
9497.0,22,Human Resources,Two,Tech,F,11159,12-05-2018,Y,Rarely,Single,,19,1,,2,,2,None,4,High,Y,1,20,
6379.0,,rnd,1,,F,,,N,Rarely,M,9,Far,2,Zero,,,1,,6,High,N,1,Twenty,
6042.0,36,rnd,3,,F,Five Thousand,,,,Divorced,,3,,Zero,,Poor,,2,Five,3,Y,2,Twenty,25
8857.0,29,,3,,Female,,2023-09-22,,Frequently,Single,Ten,,1,Zero,1,1,Good,None,12,4,Y,,Twenty,34
3554.0,55,HR,Two,Executive ,,,2022-06-18,,Travel_Frequently,Divorced,Ten,Far,,4,4,4,,None,7,4,,3,,
4297.0,44,Sales,Two,Laboratory Technician,male,Five Thousand,,No,Non-Travel,,15,Far,High,1,4,,Good,6,11,,yes,0,24,
,21,Human Resources,2,Executive,M,Five Thousand,Not Available,Yes,Rarely,Married,Ten,Far,1,0,4,Poor,,10,,4,yes,0,Twenty,
3691.0,Thirty,HR,4,Research Scientist,male,,Not Available,yes,Frequently,,,Near,4,Zero,2,Poor,4,None,14,2,,3,13,
4932.0,,Human Resources,1,Scientist,,5796,12-05-2018,N,Travel_Rarely,Single,Ten,Far,3,0,4,4,3,,,4,yes,,Twenty,Twenty
8665.0,Thirty,,1,Scientist,,17685,2018-04-17,yes,Non-Travel,M,6,,High,,4,3,2,10,6,,N,Zero,22,15
1514.0,Thirty,R&D,2,Executive,M,Five Thousand,,N,Frequently,Divorced,Ten,10,4,2,4,2,2,0,6,3,N,,Twenty,37
7242.0,42,Research & Development,3,Executive ,,8233,2019-09-23,yes,Frequently,single,1,14,3,Zero,2,Poor,Good,,,4,yes,Zero,,Twenty
9180.0,Thirty,,4,Tech,male,,12-05-2018,No,Travel_Frequently,single,Ten,Near,2,2,1,,Good,,7,1,No,,Twenty,Twenty
9662.0,,Human Resources,3,Executive,M,Five Thousand,,Y,Rarely,single,Ten,,High,5,Low,,2,,6,4,yes,Zero,23,Twenty
5317.0,24,Research & Development,4,Tech,male,,,yes,Frequently,single,Ten,26,,Zero,2,Poor,4,None,,High,N,1,,Twenty
8418.0,Thirty,rnd,2,Research Scientist,M,Five Thousand,2024-06-23,No,Frequently,M,16,29,3,,3,1,3,,,2,Yes,3,Twenty,Twenty
1701.0,28,Sales,,Executive ,M,11991,2017-07-15,yes,Travel_Rarely,M,,,4,1,2,1,1,None,Five,High,Yes,3,24,Twenty
8241.0,Thirty,Sales,2,Tech,M,Five Thousand,,Yes,Non-Travel,single,,Far,,0,3,Poor,4,None,,,No,,,
1709.0,Thirty,Human Resources,4,Manager,F,Five Thousand,,Y,Rarely,single,1,8,High,Zero,2,2,1,None,,2,Y,3,17,
4860.0,Thirty,,Two,Laboratory Technician,F,5939,,Yes,,Married,Ten,Near,4,,,3,4,,,3,yes,Zero,14,
3686.0,Thirty,rnd,Two,Executive,Female,13963,2024-04-18,Y,Rarely,Single,7,25,3,,3,3,Good,,,1,Y,2,Twenty,
8075.0,,Sales,4,Executive ,male,Five Thousand,12-05-2018,N,Non-Travel,single,,Far,2,4,Low,,,,Five,3,No,2,13,
3083.0,24,rnd,5,Laboratory Technician,male,6285,Not Available,N,Travel_Frequently,Married,,,4,1,2,2,,,,High,,3,Twenty,
8791.0,Thirty,Sales,5,Executive ,F,Five Thousand,2020-01-02,yes,Rarely,Divorced,16,Far,1,,4,4,Good,,,High,N,0,19,
5324.0,,Human Resources,Two,Scientist,,,2016-10-14,yes,Frequently,,Ten,,1,Zero,4,1,3,None,,High,No,,,Twenty
9470.0,Thirty,Sales,1,,M,,2021-08-03,,Rarely,,12,Far,3,Zero,,,Good,4,Five,4,,1,Twenty,
8540.0,,R&D,4,Executive ,Male,11996,12-05-2018,yes,Frequently,D,,Far,,6,2,1,4,,8,3,N,3,19,Twenty
5812.0,32,Human Resources,,Laboratory Technician,male,Five Thousand,Not Available,yes,Non-Travel,Divorced,7,30,2,0,,,2,1,12,,N,3,,
9761.0,Thirty,Sales,Two,Executive ,,,,,Rarely,Married,7,Near,2,,,2,,,Five,4,yes,1,Twenty,Twenty
6248.0,Thirty,,3,Executive ,F,Five Thousand,12-05-2018,Yes,Rarely,single,Ten,Near,1,,4,2,,5,10,1,N,3,,
4470.0,Thirty,R&D,5,Research Scientist,Male,Five Thousand,2018-12-16,N,Frequently,single,,,3,Zero,4,Poor,Good,None,Five,3,Y,Zero,15,
7087.0,35,Sales,4,Manager,F,Five Thousand,Not Available,Yes,Travel_Frequently,Married,6,Near,1,4,Low,2,2,None,10,2,yes,2,18,
8345.0,,R&D,3,Manager,M,,12-05-2018,Yes,Frequently,Divorced,Ten,29,High,Zero,3,Poor,,None,0,High,Yes,3,,Twenty
3623.0,Thirty,Sales,,,M,14061,12-05-2018,No,Rarely,single,15,,1,3,3,3,3,,11,1,Y,1,Twenty,37
9317.0,,Sales,Two,Laboratory Technician,male,,,yes,Travel_Rarely,Married,,Near,1,4,3,1,1,None,,3,Yes,,Twenty,
8584.0,35,rnd,5,Executive,Female,,,,Frequently,Divorced,Ten,Far,2,Zero,3,Poor,3,4,5,4,,3,,16
3853.0,,Human Resources,1,Research Scientist,F,Five Thousand,2020-08-23,yes,Travel_Frequently,Single,9,,2,,1,4,3,,,4,yes,Zero,,Twenty
3642.0,Thirty,,Two,Executive ,Male,,12-05-2018,yes,Rarely,,Ten,5,2,Zero,Low,1,,,Five,1,Yes,2,,
1964.0,Thirty,rnd,3,Executive,M,Five Thousand,2016-08-26,N,Frequently,Single,Ten,,1,,,3,3,0,13,1,yes,2,24,
3703.0,48,R&D,3,,male,,Not Available,No,Frequently,D,Ten,Near,4,2,2,4,4,None,,,Y,1,25,
2000.0,,HR,5,Manager,F,,,yes,Travel_Frequently,Divorced,2,Far,High,,2,,Good,4,,,N,3,Twenty,Twenty
1960.0,59,HR,,Scientist,F,18195,12-05-2018,Y,Travel_Frequently,Single,,28,1,,3,1,1,6,Five,,Yes,Zero,,
3939.0,,HR,2,Manager,M,Five Thousand,,No,,single,Ten,Far,1,4,4,2,4,9,,3,N,0,,
1646.0,Thirty,R&D,5,Scientist,Male,Five Thousand,12-05-2018,,Frequently,Divorced,0,Near,2,Zero,,4,3,9,Five,1,,1,Twenty,
5258.0,45,Human Resources,2,Executive,Female,,2017-12-21,No,Rarely,Single,,,1,4,1,,4,None,,3,Yes,,24,
1636.0,Thirty,Sales,2,Executive ,Female,,Not Available,Yes,Rarely,Divorced,Ten,,High,,4,1,,None,12,2,Y,Zero,17,
1508.0,,Sales,,Research Scientist,,Five Thousand,Not Available,yes,Travel_Rarely,Divorced,5,,4,Zero,4,2,Good,None,0,2,,,,
6168.0,Thirty,Human Resources,4,Laboratory Technician,M,Five Thousand,,Y,Rarely,single,9,,2,Zero,,,,None,Five,,Y,3,,Twenty
6404.0,Thirty,Sales,1,Executive,M,Five Thousand,,Yes,Frequently,Married,14,Near,2,Zero,3,4,1,,Five,4,N,Zero,13,
7025.0,Thirty,Human Resources,3,Tech,M,Five Thousand,2016-06-28,Y,Non-Travel,single,1,6,,4,4,,Good,None,5,3,N,2,Twenty,Twenty
6429.0,50,Human Resources,2,Executive,male,5483,Not Available,No,Non-Travel,Single,Ten,Far,2,,2,3,Good,9,Five,1,N,0,Twenty,Twenty
9347.0,,HR,,Tech,male,8427,,yes,Travel_Frequently,Married,,Near,,,1,3,1,,,High,N,Zero,16,13
8121.0,,rnd,2,Executive,Female,19800,Not Available,,Travel_Frequently,single,,Near,1,,2,1,3,,,2,No,0,,Twenty
2002.0,,Human Resources,4,Tech,M,,,Y,,M,,,3,,1,Poor,3,None,,,Yes,,Twenty,
5704.0,,HR,3,,Male,,12-05-2018,N,Travel_Frequently,single,4,14,High,,2,,,,15,High,N,2,Twenty,Twenty
9783.0,,,Two,Scientist,male,Five Thousand,Not Available,Y,Frequently,Divorced,Ten,Far,3,,,3,,None,15,3,No,,Twenty,
8604.0,,R&D,5,Executive ,M,Five Thousand,,Y,Travel_Frequently,single,Ten,,1,Zero,1,1,4,,,4,N,2,,
6649.0,Thirty,HR,4,Executive ,male,12011,2015-12-16,Yes,Travel_Rarely,M,13,Near,1,,3,,,None,9,High,Y,1,Twenty,Twenty
1375.0,Thirty,,1,Research Scientist,Male,Five Thousand,2022-12-29,Yes,Rarely,D,,Far,High,3,2,3,Good,0,Five,,N,,,
6984.0,,Sales,Two,Scientist,Male,,Not Available,N,Travel_Frequently,,Ten,Far,1,,Low,3,3,,15,2,Y,2,Twenty,
5924.0,Thirty,,4,Manager,F,11621,Not Available,No,Non-Travel,D,8,9,,,,1,3,None,,,N,1,17,36
8172.0,48,HR,4,Tech,Male,,Not Available,,Rarely,single,,,High,1,,4,,None,6,High,No,0,Twenty,Twenty
7036.0,35,HR,4,Scientist,,,,Yes,Travel_Frequently,,Ten,,4,,,3,Good,None,,,Yes,0,,40
9549.0,,Sales,5,Tech,Female,,,,,,Ten,18,High,Zero,3,1,1,None,5,,yes,0,15,
,Thirty,Human Resources,2,Research Scientist,Female,17196,2018-12-14,No,Non-Travel,M,Ten,2,,4,1,3,,,,2,Yes,,12,Twenty
2556.0,Thirty,R&D,4,Executive ,F,Five Thousand,Not Available,,,D,Ten,18,4,,Low,4,4,4,,1,N,Zero,,
7838.0,Thirty,Human Resources,1,,Male,Five Thousand,,yes,Frequently,D,Ten,Far,4,,Low,1,1,,Five,1,N,2,16,
4717.0,Thirty,Sales,4,Research Scientist,F,,12-05-2018,yes,Non-Travel,Married,Ten,Near,,Zero,Low,Poor,3,3,11,4,No,1,,
9737.0,Thirty,Sales,,Manager,F,Five Thousand,12-05-2018,Y,Rarely,Married,,24,4,0,1,1,Good,,,3,Y,0,,38
7115.0,,R&D,3,Research Scientist,Female,13813,2021-08-19,Y,Travel_Frequently,,0,25,High,Zero,2,1,,,Five,1,,3,,1
3867.0,,Sales,2,Manager,Male,,2016-03-04,,Rarely,Married,5,15,3,3,,1,Good,0,Five,High,,2,,14
6005.0,,Sales,Two,Laboratory Technician,male,19772,Not Available,Yes,Non-Travel,D,18,Near,4,4,Low,Poor,2,6,14,,Yes,2,,
5686.0,32,Human Resources,4,Executive ,Female,5860,Not Available,Y,Travel_Rarely,Single,Ten,Near,High,,4,4,Good,None,13,3,No,1,24,2
6329.0,Thirty,HR,Two,Tech,,Five Thousand,,yes,Travel_Frequently,single,Ten,Near,High,2,1,3,1,7,Five,3,Yes,3,17,Twenty
6516.0,,Research & Development,,Executive ,,18872,2021-02-25,N,Frequently,Married,,Near,3,5,Low,1,2,None,13,4,yes,3,24,
8467.0,,Sales,4,,male,Five Thousand,Not Available,yes,Rarely,D,Ten,,High,,2,1,,None,Five,High,Y,Zero,22,
5743.0,,Research & Development,,Research Scientist,F,,Not Available,Yes,Frequently,Single,7,Near,1,3,2,1,1,,Five,High,Yes,1,21,39
2480.0,Thirty,Sales,5,Executive,M,8553,,Yes,Rarely,Married,,,3,6,1,4,3,9,Five,High,yes,3,,Twenty
3405.0,,Sales,,Scientist,Female,,2015-09-17,No,Frequently,Married,,Far,,,2,,Good,,,,,0,,1
7917.0,Thirty,Sales,1,Scientist,Female,,2016-11-18,No,Travel_Rarely,,Ten,,1,Zero,,,Good,None,11,4,,0,Twenty,8
4988.0,Thirty,Sales,3,Scientist,Female,,2024-02-02,,Travel_Rarely,M,,Near,2,2,4,,2,6,,3,,3,,Twenty
2671.0,32,Sales,,Manager,Female,Five Thousand,12-05-2018,N,Frequently,M,,17,High,Zero,2,1,3,,,2,yes,0,20,
6836.0,,Human Resources,2,Scientist,Male,Five Thousand,Not Available,N,Travel_Frequently,Divorced,14,Far,1,,,Poor,,,,1,Yes,3,Twenty,
8901.0,Thirty,HR,,Executive,M,15364,2023-11-11,N,Travel_Rarely,M,,,2,Zero,1,2,,None,,1,yes,Zero,16,
1292.0,46,R&D,1,Tech,F,16789,,N,Non-Travel,,,,,1,2,1,4,None,1,1,yes,,10,
9038.0,Thirty,Sales,,Manager,Female,Five Thousand,,,Rarely,,,22,4,Zero,4,4,Good,None,Five,2,Yes,,Twenty,
8061.0,26,Sales,,Tech,,Five Thousand,2022-02-26,Yes,Frequently,Divorced,12,Far,High,,2,,2,None,4,3,yes,Zero,12,16
9989.0,Thirty,R&D,2,Research Scientist,M,Five Thousand,Not Available,yes,Travel_Rarely,M,,Near,2,,3,3,1,None,,,yes,0,,Twenty
5335.0,35,Sales,4,Executive,male,14010,Not Available,yes,Travel_Frequently,Divorced,,Near,3,3,,2,4,0,Five,,No,3,Twenty,Twenty
2340.0,43,Human Resources,4,Executive ,Male,5385,Not Available,Y,,M,15,27,1,6,Low,,Good,None,3,1,yes,Zero,19,Twenty
7780.0,,HR,,Tech,F,12694,2020-08-16,,Frequently,M,,Near,1,2,3,4,Good,3,Five,2,Y,Zero,,29
5361.0,,Sales,3,Laboratory Technician,Female,14386,2016-07-29,N,Frequently,Divorced,Ten,Far,3,3,3,1,1,None,Five,1,yes,3,Twenty,2
,47,Human Resources,1,Executive,Female,Five Thousand,2021-01-05,Y,Non-Travel,,15,Near,3,Zero,3,Poor,Good,None,12,1,Yes,Zero,25,Twenty
8424.0,,HR,2,Executive ,Female,15769,2024-09-01,,Travel_Rarely,Single,,,3,0,3,2,4,None,14,High,N,3,Twenty,
2458.0,Thirty,Research & Development,Two,Research Scientist,F,16147,12-05-2018,Yes,Non-Travel,single,,,High,1,Low,2,Good,6,14,4,Yes,,14,Twenty
1715.0,50,Human Resources,4,Tech,Female,,,,Non-Travel,D,,15,,,3,4,1,None,,,,1,,40
9452.0,50,HR,,Tech,,,,,Travel_Rarely,D,17,15,4,4,2,,,4,Five,High,No,3,,23
1213.0,26,Research & Development,Two,Tech,,11788,12-05-2018,N,Travel_Rarely,Married,1,Far,4,,1,3,,,13,High,Y,3,24,1
7033.0,36,Sales,4,Laboratory Technician,Female,Five Thousand,2024-08-04,N,Travel_Frequently,,Ten,,1,6,2,2,3,7,Five,4,Yes,0,11,8
8360.0,,Research & Development,1,Scientist,F,19695,,No,Rarely,Divorced,Ten,,4,Zero,Low,3,3,6,11,3,N,3,21,
5671.0,32,Research & Development,4,Laboratory Technician,Male,,12-05-2018,yes,Frequently,D,Ten,Near,,Zero,1,1,4,None,Five,2,,2,Twenty,Twenty
7284.0,40,HR,4,Laboratory Technician,M,Five Thousand,12-05-2018,Y,Travel_Rarely,Married,15,Near,,,4,3,4,8,,3,No,Zero,14,
4807.0,57,,2,Executive,Male,Five Thousand,12-05-2018,Yes,Rarely,D,3,Far,High,,1,Poor,2,None,Five,4,Yes,3,,
5331.0,Thirty,R&D,3,Tech,Male,Five Thousand,2021-05-15,Y,Travel_Rarely,Single,,Near,,Zero,Low,,1,7,Five,High,Yes,0,24,18
1300.0,Thirty,,1,Executive,male,Five Thousand,,Yes,Frequently,M,,20,2,0,1,Poor,,,Five,High,,3,18,Twenty
7887.0,25,Human Resources,2,Executive ,,,2019-03-14,Y,Travel_Frequently,Divorced,,,High,2,3,4,2,None,13,High,Y,Zero,,Twenty
1708.0,54,HR,2,Laboratory Technician,male,7751,12-05-2018,Y,Rarely,M,,,,0,2,,4,2,Five,High,No,,19,36
7357.0,57,,5,Research Scientist,Male,Five Thousand,12-05-2018,Y,Travel_Rarely,Married,,27,,4,2,2,Good,4,,4,No,2,Twenty,
7970.0,,HR,2,Executive,Female,9774,12-05-2018,N,Non-Travel,M,,11,2,Zero,3,1,1,,,4,yes,Zero,24,Twenty
6698.0,Thirty,Research & Development,1,Tech,Male,,2017-08-29,N,Travel_Rarely,,,10,2,Zero,,Poor,Good,None,,2,yes,2,16,Twenty
3705.0,26,Sales,2,Scientist,Female,9459,12-05-2018,N,Frequently,D,13,Near,,,2,,2,None,,4,Y,3,,
7798.0,Thirty,Sales,Two,Executive ,,3649,12-05-2018,No,,D,10,12,,,2,4,4,,Five,High,,Zero,Twenty,8
6855.0,53,,1,Scientist,M,Five Thousand,,yes,Rarely,single,Ten,,High,2,2,,Good,None,Five,2,,0,12,
9933.0,,R&D,5,Executive,Male,,2025-01-13,Y,Frequently,M,Ten,,4,,Low,Poor,1,3,Five,2,,3,,Twenty
9774.0,24,HR,5,Executive ,Female,Five Thousand,2024-08-14,,Travel_Frequently,Single,Ten,23,4,,4,2,1,,,,,,23,Twenty
1380.0,33,Sales,3,Tech,Female,16750,12-05-2018,,Rarely,D,Ten,Far,2,5,2,Poor,4,1,3,1,No,0,Twenty,
1085.0,,rnd,,Research Scientist,M,18689,,Yes,Rarely,Divorced,,Near,,5,3,,2,,0,,No,2,,
3438.0,,Human Resources,3,Manager,male,12961,2018-02-09,,Non-Travel,M,Ten,,3,Zero,4,3,4,,,2,Yes,1,,Twenty
9993.0,28,Human Resources,,Manager,male,,,Y,Travel_Frequently,D,Ten,,High,,,1,,,12,High,,Zero,Twenty,36
4388.0,Thirty,,,Tech,Male,Five Thousand,,yes,,single,,15,1,,3,4,Good,,Five,1,N,,,Twenty
6775.0,,Research & Development,,Executive,Female,,2015-11-19,yes,Rarely,Divorced,,,2,Zero,Low,Poor,3,7,Five,2,yes,2,23,
4030.0,Thirty,rnd,,,M,Five Thousand,12-05-2018,Yes,Frequently,single,,21,1,Zero,2,Poor,2,,,1,No,3,,Twenty
8980.0,38,R&D,5,Manager,Female,,,No,Non-Travel,M,Ten,Near,High,Zero,1,,4,,,2,yes,,,Twenty
2894.0,,Research & Development,,,Female,Five Thousand,Not Available,N,Rarely,,0,Near,1,,Low,Poor,2,5,,,,0,Twenty,
5649.0,Thirty,HR,4,Executive,male,3493,2022-07-02,,Travel_Rarely,M,Ten,13,,,3,4,,None,Five,High,No,3,,Twenty
1196.0,Thirty,Sales,5,Laboratory Technician,M,,2020-04-22,Yes,Non-Travel,D,,12,High,6,2,2,Good,None,1,1,,,10,
9730.0,,HR,1,Executive,Female,,2020-10-07,No,Non-Travel,Divorced,Ten,28,4,,Low,1,4,,,High,Yes,1,Twenty,20
5252.0,26,Sales,2,Manager,male,18268,12-05-2018,,,Married,20,10,High,,,3,1,3,5,4,,3,14,Twenty
2871.0,53,HR,3,Tech,Male,7256,12-05-2018,Y,,Married,,,,Zero,2,,3,9,6,4,Yes,3,19,32
7977.0,Thirty,Sales,,Research Scientist,male,,Not Available,N,Rarely,Divorced,,1,High,Zero,2,4,4,None,Five,3,,0,16,
1173.0,,rnd,2,Research Scientist,,Five Thousand,2020-04-24,yes,Travel_Frequently,Married,Ten,Near,2,,Low,4,Good,None,11,,yes,1,13,
1572.0,Thirty,Human Resources,2,,,,Not Available,Y,Travel_Frequently,M,,17,,Zero,Low,,Good,9,,High,yes,3,Twenty,
9029.0,Thirty,Human Resources,Two,Tech,,,,Y,Travel_Rarely,Divorced,1,29,1,Zero,1,4,4,None,Five,1,Y,0,Twenty,
6230.0,60,Sales,2,,male,,Not Available,No,Rarely,Divorced,,21,3,Zero,Low,,4,None,Five,2,Yes,3,,Twenty
8076.0,32,Research & Development,2,Manager,,,12-05-2018,Y,Rarely,Married,,,1,Zero,2,2,1,None,0,High,,Zero,25,Twenty
6191.0,Thirty,HR,Two,Research Scientist,Female,Five Thousand,Not Available,,Rarely,Married,19,Near,1,,1,3,1,,,2,Yes,,,
3436.0,,Human Resources,5,Laboratory Technician,male,,12-05-2018,,,,12,8,2,3,3,,2,,Five,4,Yes,1,,Twenty
5196.0,24,Sales,3,Tech,Female,5402,,No,,M,Ten,Far,4,0,,1,4,6,,2,No,,18,
2927.0,Thirty,R&D,4,Manager,F,,Not Available,yes,Rarely,single,Ten,,2,,Low,,2,,Five,3,,,11,
4685.0,,R&D,5,Manager,male,9621,2024-10-04,Yes,,Married,,Far,1,Zero,1,2,3,1,10,,yes,,,Twenty
8713.0,Thirty,HR,2,Executive ,,7191,12-05-2018,yes,Non-Travel,single,Ten,Far,1,,Low,3,2,3,,1,,1,,3
4469.0,,Human Resources,,Research Scientist,Female,17028,2021-09-02,Y,,Divorced,Ten,,4,Zero,1,4,3,,Five,1,No,,Twenty,
2193.0,23,rnd,5,Research Scientist,male,18444,2024-07-15,No,Rarely,Divorced,,2,1,Zero,4,2,4,None,,3,Y,2,19,Twenty
1933.0,,R&D,5,Laboratory Technician,Male,Five Thousand,,N,Non-Travel,Married,Ten,Far,3,,3,2,2,2,Five,4,,Zero,,
7529.0,,,Two,Tech,male,,12-05-2018,yes,Travel_Rarely,D,19,Near,1,2,Low,4,1,,Five,1,N,,Twenty,24
8193.0,Thirty,Sales,2,Laboratory Technician,,15615,2023-09-24,,,Married,,24,3,4,3,3,2,,Five,,yes,0,15,
1629.0,Thirty,Research & Development,,Executive,M,5945,12-05-2018,No,Travel_Rarely,M,16,,High,,,,,None,10,2,Yes,,10,13
2429.0,,,5,,Female,,12-05-2018,Yes,Travel_Frequently,Single,,,3,Zero,,2,Good,,Five,4,Y,Zero,15,Twenty
5363.0,45,Human Resources,2,Scientist,M,,2022-09-10,N,,Single,,,2,4,1,2,2,None,,1,N,,,Twenty
6450.0,,Sales,5,Executive ,Female,,2020-10-13,Y,Rarely,single,,,2,Zero,1,1,4,,,2,Yes,3,Twenty,Twenty
3733.0,,R&D,,Executive,male,15215,12-05-2018,,,D,7,,4,Zero,4,Poor,Good,2,13,,Yes,Zero,Twenty,Twenty
8771.0,58,rnd,5,Manager,M,,12-05-2018,No,Travel_Rarely,,Ten,29,High,,Low,Poor,2,,,High,N,0,14,12
